E:\Python_projects\detect\train_imgs\circle\pos\1.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\2.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\3.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\4.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\5.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\6.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\7.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\8.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\9.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\10.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\11.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\12.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\13.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\14.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\15.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\16.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\17.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\18.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\19.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\20.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\21.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\22.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\23.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\24.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\25.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\26.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\27.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\28.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\29.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\30.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\31.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\32.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\33.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\34.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\35.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\36.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\37.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\38.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\39.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\40.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\41.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\42.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\43.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\44.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\45.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\46.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\47.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\48.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\49.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\50.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\51.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\52.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\53.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\54.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\55.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\56.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\57.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\58.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\59.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\60.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\61.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\62.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\63.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\64.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\65.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\66.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\67.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\68.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\69.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle\pos\70.jpg 1 0 0 30 30
