E:\Python_projects\detect\train_imgs\circle_boxs\1.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\2.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\3.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\4.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\5.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\6.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\7.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\8.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\9.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\10.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\11.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\12.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\13.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\14.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\15.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\16.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\17.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\18.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\19.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\20.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\21.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\22.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\23.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\24.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\25.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\26.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\27.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\28.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\29.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\30.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\31.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\32.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\33.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\34.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\35.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\36.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\37.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\38.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\39.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\40.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\41.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\42.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\43.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\44.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\45.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\46.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\47.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\48.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\49.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\50.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\51.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\52.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\53.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\54.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\55.jpg 1 0 0 30 30
E:\Python_projects\detect\train_imgs\circle_boxs\56.jpg 1 0 0 30 30
